nr. clients,STDev Repetitions (ops/sec)
180,433.150197150673
190,246.65551906538948
200,67.63611917213048
210,402.1600274377726
220,379.8920851373453
230,457.9548402612971
240,229.59014940123882
250,248.73055361592293
